dataset,arm,question_id,n_slots,n_joins,n_operator_edges,structural_hops,structural_nodes,trace_depth,branching_factor,topology_full,topology_join,operator_connects_components,max_join_degree,max_full_degree,em,f1,retrieval_calls,llm_calls,documents_accessed,latency_ms,budget_exceeded,status
hotpotqa,chain,5a8f68795542992414482ab5,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.0,4,192,20,868937.4510257125,1,budget_exceeded
hotpotqa,chain,5a8f6b7c5542992414482abc,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,111,15,328567.91729584755,1,budget_exceeded
hotpotqa,chain,5a8f72de5542997ba9cb3266,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.25,1,6,5,61683.32552806847,0,ok
hotpotqa,chain,5a8f7a135542992414482adc,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,50,5,124805.3283333166,0,ok
hotpotqa,chain,5a8f7a7055429918e830d230,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,7,5,46080.50622698339,0,ok
hotpotqa,chain,5a8f7e785542992414482ae6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,42,5,224308.62179096206,0,ok
hotpotqa,chain,5a8f84505542992414482aef,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.8,1,18,5,76873.83969098609,0,ok
hotpotqa,chain,5a8f876e5542997ba9cb32a1,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,13,5,116724.21171798464,0,ok
hotpotqa,chain,5a8f8c6d5542997ba9cb32b1,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,35,5,99680.26280277292,0,ok
hotpotqa,chain,5a8f8e4d55429918e830d260,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.6666666666666666,1,12,5,62997.6397250779,0,ok
hotpotqa,chain,5a8f91c755429918e830d26c,6,9,0,5,6,6,3.0,tree,tree,0,5,5,1.0,1.0,7,75,35,405745.928712843,0,ok
hotpotqa,chain,5a8f92fb55429918e830d271,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.5714285714285715,1,18,5,62586.58211796917,0,ok
hotpotqa,chain,5a8f93f5554299458435d67e,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,23,5,74710.59524299577,0,ok
hotpotqa,chain,5a8f9c3f554299458435d69a,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,34,5,164790.3268239007,0,ok
hotpotqa,chain,5a8fa20555429918e830d298,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,17,5,102440.57833797019,0,ok
hotpotqa,chain,5a8fa32255429918e830d299,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.8181818181818181,1,21,5,85305.64302107319,0,ok
hotpotqa,chain,5a8fa89c55429918e830d29f,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.5,1,21,5,74739.65105210291,0,ok
hotpotqa,chain,5a8fae205542997ba9cb32ec,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,6,5,51975.89146407414,0,ok
hotpotqa,chain,5a8fb3af5542997ba9cb32ee,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,25,5,88535.23991796351,0,ok
hotpotqa,chain,5a8fb5905542997ba9cb32f6,3,2,0,2,3,3,1.333,chain,chain,0,2,2,0.0,0.0,4,53,20,286471.0386379319,0,ok
hotpotqa,chain,5a8fb65d5542997ba9cb32fa,3,3,0,2,3,3,2.0,chain,chain,0,2,2,1.0,1.0,4,70,20,240232.18254804006,0,ok
hotpotqa,chain,5a8fdb955542990a98493572,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,15,5,86999.39561807364,0,ok
hotpotqa,chain,5a8fdd9c55429916514e73de,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,24,5,89813.8663919007,0,ok
hotpotqa,chain,5a8febb555429916514e73e4,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,21,5,78927.9309709603,0,ok
hotpotqa,chain,5a8ff6635542995651fb5086,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.08,1,11,5,55929.42252996657,0,ok
hotpotqa,chain,5a900b575542995b44242099,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,19,5,72362.91447097901,0,ok
hotpotqa,chain,5a901d6c5542995651fb50bd,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,22,5,74698.63141100993,0,ok
hotpotqa,chain,5a90213255429933b8a20482,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.0,4,34,20,329243.698111156,0,ok
hotpotqa,chain,5a902e755542995651fb50de,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,21,5,77214.8856848902,0,ok
hotpotqa,chain,5a90362f55429933b8a2049d,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,100,15,298434.69577704207,1,budget_exceeded
hotpotqa,chain,5a90492655429933b8a204d8,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,20,5,64431.800220018486,0,ok
hotpotqa,chain,5a904f6355429916514e746e,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,18,5,205154.37105901167,0,ok
hotpotqa,chain,5a90580655429933b8a204ef,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.5,4,204,20,1504142.2501149788,1,budget_exceeded
hotpotqa,chain,5a90605d5542995651fb514d,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.8333333333333333,1,33,5,168731.86035186634,0,ok
hotpotqa,chain,5a90692f5542990a98493625,4,6,0,3,4,4,3.0,tree,tree,0,3,3,1.0,1.0,6,66,30,551308.8989456608,0,ok
hotpotqa,chain,5a9072dd5542990a98493656,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.4,4,41,20,288144.53574014106,0,ok
hotpotqa,chain,5a9084e75542990a98493667,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.8571428571428571,1,12,5,54295.177120078355,0,ok
hotpotqa,chain,5a9092cc55429916514e74fd,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,45,20,273623.7252349928,0,ok
hotpotqa,chain,5a90937955429933b8a20568,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,36,5,106596.5134120863,0,ok
hotpotqa,chain,5a90945755429933b8a2056c,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,44,20,242319.22393189184,0,ok
hotpotqa,chain,5a90970d5542995651fb51a5,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,108,15,383656.3060500806,1,budget_exceeded
hotpotqa,chain,5a909a0355429916514e7505,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,13,5,61118.83466894645,0,ok
hotpotqa,chain,5a909a1a55429916514e7506,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,15,5,59471.30200798763,0,ok
hotpotqa,chain,5a90ad595542990a9849368b,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,68,15,233543.8227358691,0,ok
hotpotqa,chain,5a90b6985542990a984936c2,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,16,5,54516.87165401736,0,ok
hotpotqa,chain,5a90b7f355429916514e752d,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,5,5,54615.90160996979,0,ok
hotpotqa,chain,5a90cb205542995651fb51fe,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.33333333333333337,1,25,5,130443.6720829485,0,ok
hotpotqa,chain,5a90d25655429916514e7585,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,33,5,154891.71852419106,0,ok
hotpotqa,chain,5ab1c6c5554299722f9b4c67,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.10169491525423728,4,102,20,428794.0511961905,1,budget_exceeded
hotpotqa,chain,5ab1d983554299340b52540a,4,3,0,3,4,4,1.5,chain,chain,0,2,2,0.0,0.0,6,52,30,362562.08029183,0,ok
hotpotqa,chain,5ab1e75f554299340b525422,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,24,5,89330.08718696609,0,ok
hotpotqa,chain,5ab1e7685542993be8fa9877,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.8,1,31,5,90912.03448394896,0,ok
hotpotqa,chain,5ab1e97f554299340b525427,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.8,4,64,20,364422.5306630982,0,ok
hotpotqa,chain,5ab1e984554299340b525428,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.13333333333333333,1,44,5,230054.62629819196,0,ok
hotpotqa,chain,5ab1ea0a554299340b52542a,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,16,5,73865.01958104596,0,ok
hotpotqa,chain,5ab1ebff5542993be8fa9882,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,8,5,42434.50871991599,0,ok
hotpotqa,chain,5ab1ec725542993be8fa9883,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.18181818181818182,1,20,5,93301.79561275756,0,ok
hotpotqa,chain,5ab1f13e554299449642c81c,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.5714285714285715,1,12,5,65298.002979109995,0,ok
hotpotqa,chain,5ab1f494554299706120959c,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,6,5,47347.83813598938,0,ok
hotpotqa,chain,5ab2082f554299722f9b4c9f,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.8,1,28,5,90853.31576571008,0,ok
hotpotqa,chain,5ab209ec554299722f9b4ca2,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,9,5,51857.606463924516,0,ok
hotpotqa,chain,5ab2123155429970612095b9,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.5,1,12,5,106358.20561694214,0,ok
hotpotqa,chain,5ab21682554299722f9b4ca9,3,3,0,2,3,3,2.0,chain,chain,0,2,2,0.0,0.8571428571428571,4,92,20,384161.73247092357,0,ok
hotpotqa,chain,5ab236645542993be8fa98c9,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.25806451612903225,3,114,15,1596023.6215400123,1,budget_exceeded
hotpotqa,chain,5ab23d8a55429970612095c9,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,11,5,135427.3520229878,0,ok
hotpotqa,chain,5ab25004554299722f9b4cd7,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,10,5,112703.90340710571,0,ok
hotpotqa,chain,5ab262a4554299340b5254ac,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,12,5,133502.4964909423,0,ok
hotpotqa,chain,5ab262e2554299722f9b4cfd,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,33,5,103019.39464511862,0,ok
hotpotqa,chain,5ab26a4b55429970612095fc,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,12,4,68611.82399998885,0,ok
hotpotqa,chain,5ab26b60554299449642c898,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.5714285714285715,1,36,5,169508.14868871216,0,ok
hotpotqa,chain,5ab271fe554299449642c8a6,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,17,5,54281.66287581343,0,ok
hotpotqa,chain,5ab27287554299722f9b4d2c,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,24,5,81218.71931799455,0,ok
hotpotqa,chain,5ab27389554299722f9b4d2f,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,23,5,73434.45596381556,0,ok
hotpotqa,chain,5ab27587554299449642c8af,3,2,0,2,3,3,1.333,chain,chain,0,2,2,0.0,0.0,5,202,25,611360.1405438411,1,budget_exceeded
hotpotqa,chain,5ab28019554299722f9b4d51,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.5714285714285715,1,16,5,62120.24632602371,0,ok
hotpotqa,chain,5ab28156554299449642c8ce,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.08333333333333333,4,242,20,1565281.3116899868,1,budget_exceeded
hotpotqa,chain,5ab28a87554299449642c8ec,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.5,1,10,5,81092.78331802133,0,ok
hotpotqa,chain,5ab28c89554299340b525513,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,34,5,215938.04209501343,0,ok
hotpotqa,chain,5ab2909a5542993be8fa994f,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,29,5,90257.30057765008,0,ok
hotpotqa,chain,5ab29346554299545a2cf997,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,40,5,175828.81074502878,0,ok
hotpotqa,chain,5ab29426554299545a2cf99f,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,32,5,103696.10884997412,0,ok
hotpotqa,chain,5ab29624554299545a2cf9b5,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.8,1,21,5,78694.46577888308,0,ok
hotpotqa,chain,5ab29c24554299449642c932,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,18,5,66118.58062404348,0,ok
hotpotqa,chain,5ab2a32f554299706120967b,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,40,5,239147.11751919286,0,ok
hotpotqa,chain,5ab2a54b554299295394678e,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.0,3,27,15,230134.85097210808,0,ok
hotpotqa,chain,5ab2a8b655429929539467ab,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,7,5,38868.576528968755,0,ok
hotpotqa,chain,5ab2b2a7554299295394681d,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,42,5,114307.34877990955,0,ok
hotpotqa,chain,5ab2b7c1554299166977406a,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,46,20,352254.5701336949,0,ok
hotpotqa,chain,5ab2beba554299166977408f,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,36,5,164838.78697286127,0,ok
hotpotqa,chain,5ab2c418554299545a2cfa67,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.6666666666666665,1,6,5,36720.392703055404,0,ok
hotpotqa,chain,5ab2d28b55429916697740ee,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,44,5,246516.87152991793,0,ok
hotpotqa,chain,5ab2d3df554299194fa9352c,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.5,3,92,15,399162.6483991302,0,ok
hotpotqa,chain,5ab2d61155429916697740ff,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.6666666666666666,1,7,5,34823.336422028486,0,ok
hotpotqa,chain,5ab2d9f1554299545a2cfac9,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,57,20,347970.716964026,0,ok
hotpotqa,chain,5ab2e84855429929539468a6,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,79,20,259418.869747845,0,ok
hotpotqa,chain,5ab2e8ad554299340b525562,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,24,5,94170.31621301873,0,ok
hotpotqa,chain,5ab2eff05542991669774140,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,5,5,40235.73584493436,0,ok
hotpotqa,chain,5ab30336554299166977417c,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,39,15,219742.98816194665,0,ok
hotpotqa,chain,5ab3063e554299753aec58fe,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,15,5,68824.66306805331,0,ok
hotpotqa,chain,5ab30ebf554299753aec592c,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.0,4,82,20,291007.7582580559,0,ok
hotpotqa,chain,5ab31864554299233954ff06,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,6,5,39211.61187603185,0,ok
hotpotqa,chain,5ab32256554299233954ff22,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,23,5,84090.2430710746,0,ok
hotpotqa,chain,5ab322b1554299194fa93570,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,29,5,154650.2674221776,0,ok
hotpotqa,chain,5ab3306a55429969a97a80fd,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,149,15,1594885.627032947,1,budget_exceeded
hotpotqa,chain,5ab341f755429969a97a8114,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,42,5,173895.66014698287,0,ok
hotpotqa,chain,5ab3acc9554299753aec5985,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,32,5,163865.8837698833,0,ok
hotpotqa,chain,5ab3b2c4554299233954ff8a,4,5,0,3,4,4,2.5,tree,tree,0,3,3,1.0,1.0,6,177,30,761417.2182351153,1,budget_exceeded
hotpotqa,chain,5ab3b2fb554299753aec59af,3,2,0,2,3,3,1.333,chain,chain,0,2,2,1.0,1.0,4,74,20,329371.8847720595,0,ok
hotpotqa,chain,5ab3b50055429969a97a818c,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,227,20,1808653.4441170602,1,budget_exceeded
hotpotqa,chain,5ab3bcc55542992ade7c6e66,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.25,1,8,5,58680.907584026456,0,ok
hotpotqa,chain,5ab3bd7d55429969a97a819f,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,41,5,122389.3912538311,0,ok
hotpotqa,chain,5ab3bfd3554299233954ff99,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.8,1,17,5,126114.38008502871,0,ok
hotpotqa,chain,5ab3c05d55429969a97a81aa,2,1,0,1,2,0,1.0,chain,chain,0,1,1,0.0,0.0,0,0,0,0.0,0,failed
hotpotqa,chain,5ab3cc395542992ade7c6e9f,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.18181818181818182,1,41,5,172762.5232629939,0,ok
hotpotqa,chain,5ab3d2595542992ade7c6ebf,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,15,5,49804.64015202783,0,ok
hotpotqa,chain,5ab3d2b7554299233954ffb8,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.5714285714285715,1,29,5,79658.75169185922,0,ok
hotpotqa,chain,5ab3e07e55429969a97a81e5,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.8571428571428571,1,31,5,96360.60679905606,0,ok
hotpotqa,chain,5ab3eac5554299753aec59ec,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,21,5,73933.47525797808,0,ok
hotpotqa,chain,5ab3eb1955429969a97a81f6,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.6666666666666666,1,12,5,68279.14411610644,0,ok
hotpotqa,chain,5ab3eeb5554299233954fff4,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,12,5,57252.68128697667,0,ok
hotpotqa,chain,5ab3f24c5542992ade7c6eef,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.7999999999999999,1,19,5,74654.22538886592,0,ok
hotpotqa,chain,5ab3fa095542992ade7c6f0a,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,79,20,281838.9329830585,0,ok
hotpotqa,chain,5ab4028555429976abd1bd2b,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,6,5,53264.534774112515,0,ok
hotpotqa,chain,5ab40e1c5542996a3a969f00,4,4,0,3,4,4,2.0,tree,tree,0,3,3,1.0,1.0,6,61,30,494802.46633482166,0,ok
hotpotqa,chain,5ab4107a554299753aec5a2f,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,23,15,177468.83490710147,0,ok
hotpotqa,chain,5ab414295542996a3a969f1d,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.6666666666666666,1,10,5,59796.75009401189,0,ok
hotpotqa,chain,5ab4147a5542996a3a969f1e,2,1,0,1,2,0,1.0,chain,chain,0,1,1,0.0,0.0,0,0,0,0.0,0,failed
hotpotqa,chain,5ab41677554299753aec5a38,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.7692307692307693,1,34,5,171413.66025689803,0,ok
hotpotqa,chain,5ab416a25542996a3a969f28,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,18,5,62962.83156896266,0,ok
hotpotqa,chain,5ab41b8c5542996a3a969f40,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.22222222222222224,1,23,5,115074.45196184237,0,ok
hotpotqa,chain,5ab41f6b5542991751b4d671,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,10,5,40805.12884693127,0,ok
hotpotqa,chain,5ab4234f5542991751b4d685,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,21,5,91311.0665540793,0,ok
hotpotqa,chain,5ab428915542991751b4d6b2,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.055045871559633024,4,240,20,1561039.1805841972,1,budget_exceeded
hotpotqa,chain,5ab42b24554299753aec5a43,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,36,20,275117.901689996,0,ok
hotpotqa,chain,5ab4304a55429942dd415ec5,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,15,5,123347.0015478963,0,ok
hotpotqa,chain,5ab430f655429942dd415eca,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,34,5,163622.17308174097,0,ok
hotpotqa,chain,5ab43179554299233955004d,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.0,3,27,15,160149.71750426292,0,ok
hotpotqa,chain,5ab4341c55429942dd415ede,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.6666666666666666,1,39,5,157124.36531192926,0,ok
hotpotqa,chain,5ab43b755542991779162c21,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,44,5,176587.58007291076,0,ok
hotpotqa,chain,5ab43b9d5542990594ba9bc3,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.8,3,132,15,488503.3353901233,1,budget_exceeded
hotpotqa,chain,5ab4428c5542990594ba9bda,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,32,5,106729.91038180771,0,ok
hotpotqa,chain,5ab4482b55429942dd415f09,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.7499999999999999,1,19,5,80588.2284339238,0,ok
hotpotqa,chain,5ab44ab25542991779162c58,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,141,15,1496225.2035077533,1,budget_exceeded
hotpotqa,chain,5ab465095542991751b4d75a,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.0,3,191,15,1103415.2562670629,1,budget_exceeded
hotpotqa,chain,5ab467975542991751b4d75f,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,65,15,232292.2188839654,0,ok
hotpotqa,chain,5ab46a0f5542990594ba9c1b,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,229,20,1461633.9470412352,1,budget_exceeded
hotpotqa,chain,5ab474b35542990594ba9c25,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.5,1,41,5,167222.42579797632,0,ok
hotpotqa,chain,5ab4774d5542991751b4d781,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.1818181818181818,1,28,5,103342.75478499988,0,ok
hotpotqa,chain,5ab4789e5542990594ba9c29,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,11,5,65813.29370100703,0,ok
hotpotqa,chain,5ab47cd75542991751b4d78d,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,42,5,124283.04912485206,0,ok
hotpotqa,chain,5ab47d765542991751b4d78f,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.8,4,195,20,824655.7123912121,1,budget_exceeded
hotpotqa,chain,5ab482815542990594ba9c3d,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.8,1,10,5,57537.68884594366,0,ok
hotpotqa,chain,5ab484415542990594ba9c44,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,10,5,109520.24459495489,0,ok
hotpotqa,chain,5ab48af35542996a3a969f92,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,21,5,75436.24465598399,0,ok
hotpotqa,chain,5ab492155542991779162ce3,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.3636363636363636,1,20,5,241174.60843797866,0,ok
hotpotqa,chain,5ab4b7d15542996a3a969fbc,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,29,5,89809.54169890052,0,ok
hotpotqa,chain,5ab4bea15542990594ba9cae,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,40,5,130628.06826393446,0,ok
hotpotqa,chain,5ab4da5b55429942dd415f96,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,6,5,37066.432461021934,0,ok
hotpotqa,chain,5ab4e3065542990594ba9cb4,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.8,1,22,5,77477.67255402729,0,ok
hotpotqa,chain,5ab4e48655429942dd415f9c,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,24,5,116954.80015203822,0,ok
hotpotqa,chain,5ab4ec2755429942dd415fa6,3,3,0,2,3,3,2.0,chain,chain,0,2,2,0.0,0.8,4,81,20,261395.5763478661,0,ok
hotpotqa,chain,5ab4eecb55429942dd415faa,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,19,5,65865.47383295745,0,ok
hotpotqa,chain,5ab4f7fc5542991779162d43,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,11,4,111935.03084808309,0,ok
hotpotqa,chain,5ab4f8c95542990594ba9cbb,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,9,5,78131.83518495131,0,ok
hotpotqa,chain,5ab502ae5542991779162d4c,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,41,5,177109.6976948497,0,ok
hotpotqa,chain,5ab5035b5542996a3a969ff8,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.4,1,28,5,84389.21347597544,0,ok
hotpotqa,chain,5ab5052a5542990594ba9ccf,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,9,5,118462.72763400152,0,ok
hotpotqa,chain,5ab5057b5542991779162d56,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.18181818181818182,1,12,5,107127.52668187628,0,ok
hotpotqa,chain,5ab5062f55429942dd415fd1,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,11,5,110206.05203594733,0,ok
hotpotqa,chain,5ab506a05542990594ba9cd6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,4,5,82009.35240407055,0,ok
hotpotqa,chain,5ab51dae5542991779162d82,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,41,5,180381.4091970243,0,ok
hotpotqa,chain,5ab51dbd5542996a3a96a023,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,18,5,73307.90334306471,0,ok
hotpotqa,chain,5ab51ddf5542990594ba9d11,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,17,5,92221.16558614094,0,ok
